시설명,업종,세부유형,자치구,주소,전화번호,위도,경도
캐슬당구클럽,당구장업,당구장,중구,서울시 중구 흥인동 154번지 지하1층,,37.5665494624,127.015099566
캠퍼스,당구장업,당구장,중구,서울 중구 장충동2가 189-27,02-274-0937,37.5593135185,127.004993467
커브스 봉천클럽,체력단련장업,체력단련장,관악구,서울특별시 관악구 양녕로 58 (봉천동),02-877-3090,37.4873116488,126.9470377837
코끼리,당구장업,당구장,중구,서울 중구 을지로3가 5-16,,37.5666833711,126.990229408
코리아 당구장,당구장업,당구장,중구,서울특별시 중구 청계천로 188(주교동),,37.5687105561747,126.998527353561
코리아 태권도,체육도장업,태권도,관악구,서울특별시 관악구 은천로33길 24 (봉천동),,37.4883087458,126.952654496
코리아스크린골프,골프연습장업,스크린,중구,서울특별시 중구 청계천로 188 (주교동),02-2274-4321,37.5686191049,126.9985103764
코코당구장,당구장업,당구장,중구,서울특별시 중구 난계로21길 63(황학동),,37.5638077703601,126.997555182293
코코스크린골프,골프연습장업,스크린,중구,서울특별시 중구 남대문시장4길 32,,37.5587563763,126.977033847
큐당구장,당구장업,당구장,중구,서울특별시 중구 만리재로 217(만리동1가),02-313-0091,37.556885842675,126.968212274887
큐이디 골프아카데미 서울대입구역점,골프연습장업,실내,관악구,"서울특별시 관악구 남부순환로224길 25 (봉천동, 비엑스 201 서울대청년안심주택)",,37.4797506113066,126.953345373244
큐이디골프아카데미 충정로 직영 4호점,가상체험 체육시설업,골프,중구,서울특별시 중구 서소문로 38(중림동),02-392-5009,37.5604044928778,126.966215628015
크로스핏 타우너,체력단련장업,체력단련장,관악구,"서울특별시 관악구 남현1길 68-18 (남현동, 네스코 로와)",,37.4750121649246,126.981176622724
크로스핏 하쿠나마타타 신림,체력단련장업,체력단련장,관악구,"서울특별시 관악구 신림로64길 25, 프라임빌 지하1층 (신림동)",,37.4852349527,126.9311991931
클래스댄스스쿨,무도학원업,무도학원,관악구,서울특별시 관악구 신림로70길 20 (신림동),,37.4876739764,126.9299638038
클럽J.L,골프연습장업,실내,중구,"서울특별시 중구 중림로 10, 3동 지층901호(중림동, 싸이버빌리지(아) 상가)",02-313-7663,37.5579685418,126.967771669
킹,당구장업,당구장,중구,서울 중구 무교동 19,02-777-5722,37.5673235138,126.979553119
킹,당구장업,당구장,중구,서울 중구 충무로1가 25-8,02-752-2907,37.5610602284,126.98228025
킹,당구장업,당구장,중구,서울 중구 신당동 52-228,,37.562580952,127.018747822
킹당구장,당구장업,당구장,관악구,서울특별시 관악구 은천로2길 24 (봉천동),02-886-4871,37.4856133792,126.9380432991
킹당구장,당구장업,당구장,중구,서울 중구 을지로6가18-37   4층,,37.5677070513,127.007764965
타라 휘트니스클럽,체력단련장업,체력단련장,중구,중구 다산로 32,,37.5574567218,127.014151577
타이거 권투체육관,체육도장업,권투,관악구,서울특별시 관악구 양녕로 13 (봉천동),02-883-7080,37.483281996,126.9462763129
탑 당구장,당구장업,당구장,관악구,서울특별시 관악구 관악로15길 6 (봉천동),,37.4804012571,126.952062528
탑 빌리어드 클럽,당구장업,당구장,관악구,서울특별시 관악구 신림로11길 29 (신림동),02-6012-5906,37.4691590838894,126.938965183258
탑 영어 태권도,체육도장업,태권도,중구,"서울특별시 중구 다산로 32 (신당동, 남산타운)",02-2233-0555,37.5471680349,127.0056761478
태권도왕호체육관,체육도장업,태권도,중구,서울특별시 중구 난계로21길 63(황학동),02-2237-8852,37.5638077703601,126.997555182293
태선생 운동건강연구원(저스트바디짐),체력단련장업,체력단련장,관악구,서울특별시 관악구 난곡로63길 30 (신림동),,37.4810007832869,126.912817442413
터틀짐(Turtle Gym),체력단련장업,체력단련장,관악구,서울특별시 관악구 조원로 56 (신림동),02-855-9685,37.4834854516636,126.908704653964
텐즈힐 당구클럽,당구장업,당구장,중구,서울특별시 중구 난계로 185(황학동),,37.5682047954826,127.023270938828
텐퍼센트 짐,체력단련장업,체력단련장,관악구,서울특별시 관악구 은천로 113 (봉천동),,37.48697328582967,126.94797424193682
텐퍼센트(TEN PERCENT),요트장업,요트장,관악구,서울특별시 관악구 양녕로 59 (봉천동),,37.48726818654881,126.9465629186672
투데이당구장,당구장업,당구장,중구,서울 중구 소공동 112-5,02-775-1107,37.5637302414,126.978983644
트리니티 유도,체육도장업,유도,관악구,서울특별시 관악구 관악로 139(봉천동),02-875-6222,37.4776419425511,126.951905560484
트윈PT,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로 1936 (봉천동),070-4076-0926,37.47663206012056,126.96396730237193
특실,당구장업,당구장,중구,서울 중구 신당동 120-16,,37.5650858339,127.018028575
티엠골프스크린,골프연습장업,스크린,관악구,서울특별시 관악구 남부순환로 1568 (신림동),02-864-0707,37.48337486093302,126.92490252577495
티파니,당구장업,당구장,중구,서울 중구 을지로4가 315-1 지하1층,,37.5661574873,126.994987966
팀유짐 구디점,체육도장업,권투,관악구,"서울특별시 관악구 조원로 6, 6층 (신림동)",02-859-2007,37.4834055496,126.902741839
팀코리아 태권도장,체육도장업,태권도,관악구,"서울특별시 관악구 조원로 56, 3층 (신림동)",,37.4834854516,126.9087046539
파시온 FC,체육교습업,축구,중구,서울특별시 중구 다산로22길 14(신당동),,37.5574085513517,127.013084880786
파운드 짐,체력단련장업,체력단련장,관악구,서울특별시 관악구 난곡로 367 (신림동),02-869-9679,37.4867006853,126.9133525352
파워존 낙성대점,체력단련장업,체력단련장,관악구,"서울특별시 관악구 남부순환로 1899, 4층 (봉천동)",02-883-0731,37.4785051037,126.960656088
파크짐,체력단련장업,체력단련장,중구,"중구 다산로 104, 지하1층(신당동, 현대빌딩)",,37.5531756162,127.009872944
파크짐,체력단련장업,체력단련장,중구,서울특별시 중구 다산로 185(신당동),,37.5601736712129,127.013443806995
팜 휘트니스,골프연습장업,스크린,중구,서울특별시 중구 난계로21길 63(황학동),2264-2346,37.5638077703601,126.997555182293
팜 휘트니스,체력단련장업,체력단련장,중구,서울특별시 중구 난계로21길 63(황학동),2264-2346,37.5638077703601,126.997555182293
패한자는 카운터로,당구장업,당구장,중구,서울 중구 필동3가 21-7 지하2층,,37.5601893627,126.997319885
패한자는 카운터로 2,당구장업,당구장,중구,서울특별시 중구 퇴계로44길 11(필동3가),,37.5613314698607,126.997480676102
퍼펙트 당구클럽,당구장업,당구장,중구,서울 중구 서애로 12-5,,37.5594036821,126.996862669
포인트골프방 명동점,골프연습장업,실내,중구,서울특별시 중구 명동2길 26(명동2가),02-752-8570,37.5622820035,126.982438418
포인트당구장,당구장업,당구장,관악구,서울특별시 관악구 호암로22길 58 (신림동),02-888-0906,37.4685219348,126.935986475
포인티PT,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로 1808 (봉천동),,37.4810880767354,126.950917798181
포커스,당구장업,당구장,중구,서울 중구 저동1가 48,02-771-8492,37.5651225406,126.987055821
포텐샤,당구장업,당구장,관악구,서울특별시 관악구 호암로24길 11(신림동),,37.4700189935324,126.933912302835
폴인핏 신림점,체력단련장업,체력단련장,관악구,서울특별시 관악구 신림로67길 9 (신림동),02-882-1238,37.4860376883057,126.928812032161
폴인핏(FALL IN FIT),체력단련장업,체력단련장,관악구,"서울특별시 관악구 은천로 23, 4층 (봉천동)",,37.4864072865,126.9379270868
풀코스당구장,당구장업,당구장,중구,서울 중구 인현동1가 102-5 4층,,37.5642400884,126.993380844
프라이빗 짐 라카브 신림점,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로185길 33 (신림동),,37.4861285276691,126.932055660447
프라자휘트니스클럽,종합체육시설업,종합체육시설,중구,서울특별시 중구 소공로 109,02-310-7421,37.5641950773,126.978548877
프레야골프연습장,골프연습장업,실내,중구,서울특별시 중구 장충단로13길 20(을지로6가),,37.5687341929,127.007665461
프로,당구장업,당구장,중구,서울 중구 충무로3가 33-4,,37.562852558,126.993453405
프로2000당구장,당구장업,당구장,중구,서울 중구 신당동 133-34,,37.5634710974,127.018992526
프로24시당구클럽,당구장업,당구장,중구,서울특별시 중구 다산로 156 (신당동),,37.55758665427536,127.01247658773856
프로당구장,당구장업,당구장,중구,서울특별시 중구 퇴계로 443(황학동),02-000-0000,37.5658378683852,127.020922661107
프로당구장,당구장업,당구장,관악구,서울특별시 관악구 남부순환로 1869 (봉천동),02-887-1364,37.4796861458,126.957530518
프로틴짐PT 서울대입구점,체력단련장업,체력단련장,관악구,"서울특별시 관악구 관악로 186, WD세븐스 지하1층 B02호 (봉천동)",,37.4815622827,126.9533773739
프로헬스크럽,체력단련장업,체력단련장,중구,중구 퇴계로88길 17-14(신당동),,37.564393236,127.021781685
프리원핏 봉천점,체력단련장업,체력단련장,관악구,서울특별시 관악구 봉천로29길 52 (봉천동),,37.485485401341,126.942243079231
프리원핏 사당점,체력단련장업,체력단련장,관악구,서울특별시 관악구 남현2길 8 (남현동),,37.4759896382154,126.976928507994
프리원핏 서울대점,체력단련장업,체력단련장,관악구,서울특별시 관악구 쑥고개로21길 9 (봉천동),,37.4795308983069,126.948461936885
프리원핏 신대방점,체력단련장업,체력단련장,관악구,"서울특별시 관악구 신사로20길 53, 지하1층 (신림동)",,37.4868182537,126.9178756403
프린스,당구장업,당구장,중구,서울특별시 중구 다산로29길 39(신당동),02-2231-0585,37.5615505691245,127.011809471441
플라이비 골프존,골프연습장업,스크린,중구,서울특별시 중구 퇴계로78길 17(신당동),,37.5645521587712,127.016912421082
플렉스짐,체력단련장업,체력단련장,관악구,"서울특별시 관악구 쑥고개로 121 (봉천동, 삼일빌딩)",02-877-6723,37.4791498289,126.9500644591
피닉스스포츠클럽,체육교습업,축구,관악구,서울특별시 관악구 난향길 5(신림동),02-858-9637,37.4627338352269,126.918558826457
피엘유,체력단련장업,체력단련장,중구,서울특별시 중구 퇴계로 354 (신당동),02-6348-1842,37.5644740300056,127.01089764559494
피트니스 FM,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로 1817 (봉천동),02-6953-1817,37.4816411686596,126.952144384523
피트니스 월드,체력단련장업,체력단련장,중구,서울특별시 중구 만리재로 193 (만리동1가),02-363-0452,37.55501672247168,126.96722065740076
피트니스101,체력단련장업,체력단련장,중구,서울특별시 중구 삼일대로 343(저동1가),,37.5651004556362,126.986959615068
피트니스비엠 ㈜피트비엠,체력단련장업,체력단련장,중구,서울특별시 중구 세종대로 135(태평로1가),02-732-5557,37.5678135772855,126.976247211074
피티나인,체력단련장업,체력단련장,관악구,서울특별시 관악구 신원로 38 (신림동),070-8965-2885,37.4819176267219,126.929378426304
핏라운지PT 신림점,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로 1630 (신림동),02-882-9949,37.4842455175802,126.931755140676
핏앤힐 (Fit and Hill),체력단련장업,체력단련장,중구,서울특별시 중구 동호로 218 (신당동),02-2233-1770,37.55734188209109,127.00922159873522
핏티,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로 1709 (봉천동),,37.4832725328964,126.940266155866
하이 설핏,체력단련장업,체력단련장,관악구,서울특별시 관악구 난곡로 303 (신림동),,37.4809956415208,126.914411268458
하이 점프 짐,체육교습업,농구,관악구,서울특별시 관악구 관악로40길 47(봉천동),,37.4920550488974,126.95892477375
하이런 당구장,당구장업,당구장,중구,서울특별시 중구 창경궁로 66 (주교동),,37.568215455782585,126.99828399905918
한국 다이어트 복싱클럽,체육도장업,권투,중구,"서울특별시 중구 다산로 150 (신당동, 태양빌딩)",02-2236-1282,37.5569379753,127.012100737
한국위너복싱 봉천점,체육도장업,레슬링,관악구,서울특별시 관악구 남부순환로 1713-7 (봉천동),02-000-0000,37.4833918632335,126.940876722598
한국위너복싱 서울대벤처타운점,체육도장업,권투,관악구,서울특별시 관악구 신림로 169 (신림동),,37.474237411225,126.933711993359
한국체대 당곡태권도장,체육도장업,태권도,관악구,서울특별시 관악구 당곡길 22 (봉천동),,37.4902648255,126.929210567
한국체대왕호태권도 아카데미,체육도장업,태권도,관악구,,,37.4740990251,126.966007951
한국체육관,체육도장업,태권도,중구,서울 중구 다산로32 남산타운@ 제2관리동,02-2233-5954,37.5471680349,127.005676148
한국체육관,체육도장업,권투,중구,서울특별시 중구 다산로 150 (신당동),02-2236-1282,37.55694518327188,127.01210073771573
한국태권도,체육도장업,태권도,관악구,"서울특별시 관악구 조원로 68 (신림동,4층)",,37.483721245,126.909995683
한마음 골프스쿨,골프연습장업,실내,관악구,서울특별시 관악구 남부순환로 1502 (신림동),,37.4820976813,126.91747333
한미태권도,체육도장업,태권도,중구,서울 중구 중림동 200 삼성싸이버빌리지 상가 205동,02-313-0032,37.5581156061,126.965304339
한성,당구장업,당구장,중구,서울 중구 흥인동 14-28(지상2층),,37.5661455016,127.017385914
한성 당구장,당구장업,당구장,관악구,서울특별시 관악구 청룡길 20 (봉천동),02-876-2624,37.4809500665,126.9460156812
한양당구장,당구장업,당구장,중구,서울특별시 중구 마른내로 58-1(인현동1가),02-2285-6783,37.5641518405872,126.994339655047
한양대 우성태권도장,체육도장업,태권도,관악구,"서울특별시 관악구 양녕로 93 (봉천동,블루밍센터 601호)",02-888-5007,37.4899921906,126.945158854
한일무도학원,무도학원업,무도학원,중구,서울특별시 중구 충무로 51(을지로3가),2265-5776,37.5657910103787,126.992497832713
한일무도학원,무도학원업,무도학원,중구,서울 중구 을지로3가 296-1 3층,,37.565793353,126.992497832
행복한 동행 LTA 남산태권도,체육도장업,태권도,중구,서울특별시 중구 동호로7길 37 (신당동),02-2256-9444,37.5521592021,127.010877745
행복한 비룡태권도장,체육도장업,태권도,관악구,"서울특별시 관악구 난곡로 53, 관악산휴먼시아 상가동203,204호 (신림동)",02-858-3390,37.4602224324,126.919328456
허리우드,당구장업,당구장,중구,서울 중구 북창동 82번지 3층,,37.5627065508,126.978110149
허슬러 당구장,당구장업,당구장,중구,서울특별시 중구 수표로10길 20(초동),,37.563546101075,126.991368125901
허슬러 당구장,당구장업,당구장,중구,서울특별시 중구 다산로44길 68 (신당동),,37.56502410809807,127.02081298086908
헤게모니짐PT 서울대입구점,체력단련장업,체력단련장,관악구,서울특별시 관악구 관악로17길 25 (봉천동),,37.4806955912288,126.95025710316
헬로우 스크린골프연습장,가상체험 체육시설업,골프,중구,서울특별시 중구 장충단로 253 헬로APM 1,,37.5674871874,127.008077351
헬스119,체력단련장업,체력단련장,관악구,서울특별시 관악구 광신길 104 (신림동),02-875-2119,37.4637263353,126.926011839
헬스GXPT스피닝,체력단련장업,체력단련장,중구,중구 퇴계로88길 21(신당동),,37.5645735642,127.021070922
헬스보이짐 앤 필라걸 서울시청점,체력단련장업,체력단련장,중구,서울특별시 중구 무교로 21(무교동),,37.5678548680217,126.978742292002
현대스크린골프존,골프연습장업,스크린,관악구,"서울특별시 관악구 관악로 304(봉천동, 현대아파트)",02-873-3125,37.4920505661271,126.957711000956
형제당구클럽,당구장업,당구장,중구,서울 중구 무학동 21번지,,37.5635473029,127.015411353
형제당구클럽,당구장업,당구장,중구,서울 중구 무학동 21번지,,37.5635473029,127.015411353
호림태권도,체육도장업,태권도,관악구,서울특별시 관악구 광신길 154 (신림동),,37.4655073597,126.927018379
호텔롯데헬스센터,종합체육시설업,종합체육시설,중구,서울특별시 중구 을지로 30,02-771-1000,37.5653451695,126.981006998
황금당구장,당구장업,당구장,관악구,서울특별시 관악구 남부순환로 1403 (신림동),,37.4806442777,126.906485456
황금스파,골프연습장업,실내,중구,서울특별시 중구 청계천로 400 롯데베네치아 메가홀 지하2층 2002,,37.5708119884,127.021462076
황금스파,체력단련장업,체력단련장,중구,"중구 청계천로 400, 지하2층 2002호(황학동, 롯데베네치아메가홀)",,37.5708119884,127.021462076
황제당구장,당구장업,당구장,중구,서울특별시 중구 난계로21길 63(황학동),02-2261-0308,37.5638077703601,126.997555182293
황제당구장,당구장업,당구장,중구,서울 중구 저동2가 47-9 지하1층,,37.5637137026,126.990410894
회원제 당구장,당구장업,당구장,중구,서울특별시 중구 청파로 449-1 (중림동),,37.55945348072233,126.96812414914145
휘트니스 에일린,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로 1940 (봉천동),070-4319-0926,37.4764749310155,126.964287094969
휘트니스 에일린 2호점,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로 1733(봉천동),,37.4825535910402,126.942759661044
휘트니스 에프엠,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로 1926(봉천동),02-882-9679,37.4768185857401,126.963144853114
휘트니스센터,체력단련장업,체력단련장,중구,"서울 중구 세종대로 58, 16층(남대문로4가)",,37.568912235,126.976165929
휘트니스에프엠,체력단련장업,체력단련장,관악구,"서울특별시 관악구 관악로 168(봉천동, 대우디오슈페리움2단지)",02-889-7991,37.4802159296703,126.952984762396
휘트니스피플 신림점,체력단련장업,체력단련장,관악구,서울특별시 관악구 신림로 353 (신림동),,37.48576698362753,126.92919219797491
휘트니스피플 신림점,체력단련장업,체력단련장,관악구,"서울특별시 관악구 신림로 353, 5,7층 (신림동)",,37.5960166838,127.061743635
휘트니스피플 우먼 서울대점,체력단련장업,체력단련장,관악구,서울특별시 관악구 관악로 199 (봉천동),02-883-3912,37.48305803900264,126.95358493469914
휴레스트 웰빙클럽,골프연습장업,스크린,중구,서울특별시 중구 명동8길 27(명동2가),778-7700,37.5625312330845,126.985166774442
휴레스트웰빙클럽,체력단련장업,체력단련장,중구,서울특별시 중구 명동8길 27(명동2가),778-8307,37.5625312330845,126.985166774442
휴코어 낙성대점,체력단련장업,체력단련장,관악구,서울특별시 관악구 남부순환로 1944 (봉천동),02-000-0000,37.4763144345225,126.964798740309
희망 스크린골프,골프연습장업,스크린,관악구,서울특별시 관악구 남부순환로 1730 (봉천동),02-886-0753,37.48203672338228,126.94228835847385
힐튼,당구장업,당구장,중구,서울 중구 남창동 231-1,02-757-9600,37.5569435033,126.976694876
힙짐(HIP GYM),체력단련장업,체력단련장,관악구,서울특별시 관악구 대학5길 6 (신림동),,37.469163990217,126.938005216969
秀 당구장,당구장업,당구장,중구,서울 중구 필동2가 15-7,,37.5611407324,126.99482532
